site_id,61511,61525,61667,62525,62534,62605,62618,62642,62645,79328,79513,79523,79532,79555,79556,79561,79563,79578,79590,79591,79594,79619,79633,79676,79677,79684,79685,79687
VYZT01000006.1_58871,75,,60,60,62.5,100,,,66.6666666666667,,88.8888888888889,71.4285714285714,100,90.9090909090909,87.5,71.4285714285714,66.6666666666667,100,100,63.6363636363636,,60,,75,,,100,
VYZT01000034.1_27263,77.7777777777778,81.8181818181818,100,47.0588235294118,,53.8461538461539,100,75,100,83.3333333333333,63.6363636363636,,50,60,,100,100,83.3333333333333,72.7272727272727,83.3333333333333,,,,66.6666666666667,88.8888888888889,71.4285714285714,75,
VYZT01000035.1_50056,100,100,62.5,83.3333333333333,88.8888888888889,,84.6153846153846,100,87.5,,100,100,100,100,,69.2307692307692,,100,88.8888888888889,92.3076923076923,,62.5,100,71.4285714285714,62.5,83.3333333333333,100,80
VYZT01000039.1_37689,63.6363636363636,,,69.2307692307692,55.5555555555556,100,,70,53.3333333333333,87.5,30,82.3529411764706,66.6666666666667,88.8888888888889,,75,70,90.9090909090909,,61.5384615384615,72.7272727272727,,100,100,100,80,,
VYZT01000040.1_114950,,100,55.5555555555556,63.6363636363636,81.8181818181818,100,,100,66.6666666666667,100,,75,81.8181818181818,100,,,,66.6666666666667,76.9230769230769,,,66.6666666666667,55.5555555555556,83.3333333333333,60,72.7272727272727,60,
VYZT01000080.1_16449,71.4285714285714,,100,,62.5,66.6666666666667,,70,71.4285714285714,70,54.5454545454545,,80,,71.4285714285714,53.8461538461539,100,75,63.6363636363636,55.5555555555556,,100,63.6363636363636,,71.4285714285714,63.6363636363636,,
VYZT01000101.1_30785,,,,61.5384615384615,,100,,85.7142857142857,,83.3333333333333,90.9090909090909,70,100,100,,70,83.3333333333333,76.9230769230769,84.6153846153846,90,100,85.7142857142857,,62.5,75,75,,
VYZT01000103.1_39346,100,,62.5,50,,55.5555555555556,,60,72.7272727272727,83.3333333333333,100,,85.7142857142857,88.8888888888889,100,55.5555555555556,,100,,,100,70,85.7142857142857,88.8888888888889,,77.7777777777778,100,
VYZT01000105.1_5419,,,63.6363636363636,62.5,100,,75,,90.9090909090909,90,85.7142857142857,100,71.4285714285714,71.4285714285714,,55.5555555555556,75,100,85.7142857142857,60,,,100,55.5555555555556,66.6666666666667,,100,100
VYZT01000118.1_27473,100,,71.4285714285714,58.3333333333333,80,,,100,62.5,87.5,85.7142857142857,81.8181818181818,100,66.6666666666667,,71.4285714285714,,,100,64.2857142857143,100,66.6666666666667,,,75,72.7272727272727,,
VYZT01000152.1_13190,,100,70,,100,87.5,,75,54.5454545454545,90,88.8888888888889,77.7777777777778,54.5454545454545,61.5384615384615,,50,,100,100,,83.3333333333333,60,100,83.3333333333333,86.6666666666667,100,81.8181818181818,
VYZT01000261.1_49079,92.8571428571429,100,66.6666666666667,75,100,,,100,66.6666666666667,100,77.7777777777778,,,100,,71.4285714285714,,88.8888888888889,87.5,83.3333333333333,87.5,70,,,75,100,90,
VYZT01000261.1_9408,,,66.6666666666667,60,100,100,,77.7777777777778,70,85.7142857142857,81.8181818181818,100,92.3076923076923,83.3333333333333,,55.5555555555556,,100,75,85.7142857142857,100,88.8888888888889,,75,,,,
VYZT01000406.1_49320,50,,63.1578947368421,57.1428571428571,,55.5555555555556,50,50,50,25,61.9047619047619,50,54.5454545454545,,62.5,,41.6666666666667,83.3333333333333,,,,8.33333333333333,50,,,,63.6363636363636,47.3684210526316
VYZT01000602.1_115002,62.5,87.5,54.5454545454545,61.5384615384615,,100,71.4285714285714,71.4285714285714,,75,84.6153846153846,,90,,,62.5,,100,90,,,54.5454545454545,83.3333333333333,66.6666666666667,71.4285714285714,,71.4285714285714,84.6153846153846
VYZT01000607.1_4009,,100,41.6666666666667,70,78.5714285714286,71.4285714285714,62.5,100,55.5555555555556,80,85.7142857142857,,87.5,75,,71.4285714285714,,100,66.6666666666667,78.5714285714286,100,,,,66.6666666666667,66.6666666666667,85.7142857142857,
VYZT01000654.1_5192,75,,80,77.7777777777778,100,55.5555555555556,,,85.7142857142857,83.3333333333333,,100,100,83.3333333333333,85.7142857142857,0,,100,100,,90,,85.7142857142857,71.4285714285714,75,,88.8888888888889,
VYZT01000660.1_8150,,,61.5384615384615,63.6363636363636,83.3333333333333,,83.3333333333333,100,70,92.8571428571429,100,87.5,84.6153846153846,71.4285714285714,100,73.3333333333333,,84.2105263157895,,100,83.3333333333333,71.4285714285714,,54.5454545454545,66.6666666666667,80,75,78.5714285714286
VYZT01000678.1_150857,,,70,77.7777777777778,71.4285714285714,75,,60,85.7142857142857,60,,70,76.9230769230769,71.4285714285714,,80,100,62.5,,70,,,71.4285714285714,,100,75,77.7777777777778,
VYZT01000701.1_583,72.2222222222222,77.7777777777778,55.5555555555556,41.6666666666667,71.4285714285714,100,,,75,100,87.5,70,76,80,55.5555555555556,50,,100,,85.7142857142857,,45.4545454545455,,77.7777777777778,,90.9090909090909,62.5,
VYZT01000755.1_31018,75,100,42.8571428571429,62.5,,83.3333333333333,84.6153846153846,,38.4615384615385,100,83.3333333333333,77.7777777777778,100,,,71.4285714285714,,88.8888888888889,92.8571428571429,85.7142857142857,100,83.3333333333333,50,,,83.3333333333333,100,93.75
VYZT01001082.1_4116,81.8181818181818,83.3333333333333,,63.6363636363636,,,,88.8888888888889,90.9090909090909,,,100,72.7272727272727,71.4285714285714,,75,,100,88.8888888888889,,100,66.6666666666667,100,60,75,100,77.7777777777778,
VYZT01001271.1_29692,,88.8888888888889,60,63.6363636363636,,,76.1904761904762,100,63.6363636363636,100,84.6153846153846,,100,60,100,,55.5555555555556,87.5,,75,75,,87.5,81.8181818181818,,77.7777777777778,88.8888888888889,
VYZT01001271.1_47284,,,,73.3333333333333,,100,8.33333333333333,100,76.9230769230769,100,81.25,92.3076923076923,90,100,,70,85.7142857142857,100,100,63.6363636363636,,,85.7142857142857,90.9090909090909,70,81.8181818181818,87.5,
VYZT01001271.1_5840,100,100,66.6666666666667,73.3333333333333,,83.3333333333333,72.7272727272727,71.4285714285714,62.5,,66.6666666666667,,83.3333333333333,,88.8888888888889,84.6153846153846,71.4285714285714,75,100,100,100,,,,66.6666666666667,100,,
VYZT01001318.1_22547,71.4285714285714,90,100,55.5555555555556,85.7142857142857,44.4444444444444,,45.4545454545455,37.5,25,,66.6666666666667,70,58.8235294117647,,81.8181818181818,,46.6666666666667,75,,,60,60,100,84.6153846153846,,31.25,
VYZT01001363.1_29597,,,100,,,71.4285714285714,100,,85.7142857142857,75,83.3333333333333,75,,83.3333333333333,,85.7142857142857,72.7272727272727,75,61.5384615384615,21.4285714285714,83.3333333333333,100,70,87.5,,83.3333333333333,71.4285714285714,
VYZT01001396.1_19485,85.7142857142857,45.4545454545455,66.6666666666667,,88.8888888888889,100,,100,58.3333333333333,88.8888888888889,100,,70,100,,72.7272727272727,,66.6666666666667,55.5555555555556,,,71.4285714285714,100,70,62.5,,63.6363636363636,
VYZT01001408.1_231300,,80,100,,53.8461538461539,88.8888888888889,,55.5555555555556,100,70,,73.3333333333333,,84.6153846153846,63.6363636363636,73.3333333333333,,,87.5,,,90,,100,62.5,83.3333333333333,75,27.2727272727273
VYZT01001414.1_7635,,41.6666666666667,54.5454545454545,50,87.5,100,,83.3333333333333,50,100,61.5384615384615,72.7272727272727,,58.8235294117647,,76.9230769230769,,75,62.5,,100,,,50,72.7272727272727,100,87.5,76.9230769230769
